"Ano";"Nome do autor";"Número da emenda";"Localidade do gasto (Regionalização)";"Função";"Subfunção";"Valor empenhado";"Valor liquidado";"Valor pago";
"2022";"PROFESSOR ISRAEL BATISTA";"0013";"DISTRITO FEDERAL (UF)";"Desporto e lazer";"Desporto comunitário";"200.000,00";"200.000,00";"200.000,00";
"2022";"BIA CAVASSA";"0016";"MATO GROSSO DO SUL (UF)";"Segurança pública";"Policiamento";"200.000,00";"0,00";"0,00";
"2022";"PROFESSOR JOZIEL";"0015";"RIO DE JANEIRO (UF)";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"200.000,00";"0,00";"0,00";
"2022";"MARCIO MARINHO";"0005";"BAHIA (UF)";"Assistência social";"Assistência comunitária";"200.000,00";"200.000,00";"200.000,00";
"2022";"HEITOR FREIRE";"0010";"CEARÁ (UF)";"Assistência social";"Assistência comunitária";"200.000,00";"100.000,00";"100.000,00";
"2022";"PAULO TEIXEIRA";"0017";"SÃO PAULO (UF)";"Desporto e lazer";"Desporto de rendimento";"200.000,00";"200.000,00";"200.000,00";
"2022";"BIA KICIS";"0011";"BRASÍLIA - DF";"Defesa nacional";"Desporto comunitário";"200.000,00";"56.000,95";"56.000,95";
"2022";"BIA CAVASSA";"0014";"MATO GROSSO DO SUL (UF)";"Segurança pública";"Policiamento";"200.000,00";"0,00";"0,00";
"2022";"JUNINHO DO PNEU";"0012";"RIO DE JANEIRO (UF)";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"200.000,00";"0,00";"0,00";
"2022";"BENES LEOCADIO";"0002";"RIO GRANDE DO NORTE (UF)";"Segurança pública";"Policiamento";"200.000,00";"0,00";"0,00";
"2022";"LEONIDAS CRISTINO";"0002";"CEARÁ (UF)";"Segurança pública";"Policiamento";"200.000,00";"0,00";"0,00";
"2022";"GUSTAVO FRUET";"0001";"PARANÁ (UF)";"Educação";"Ensino superior";"200.000,00";"200.000,00";"200.000,00";
"2022";"RICARDO TEOBALDO";"0003";"PERNAMBUCO (UF)";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"200.000,00";"0,00";"0,00";
"2022";"PROFESSOR JOZIEL";"0013";"ITAOCARA - RJ";"Encargos especiais";"Outras transferências";"200.000,00";"0,00";"0,00";
"2022";"JULIO CESAR";"0008";"BERTOLÍNIA - PI";"Encargos especiais";"Outras transferências";"200.000,00";"200.000,00";"200.000,00";
"2022";"MARCIO ALVINO";"0009";"CRUZEIRO - SP";"Saúde";"Atenção básica";"200.000,00";"200.000,00";"200.000,00";
"2022";"JOSE NELTO";"0004";"GOIÁS (UF)";"Encargos especiais";"Outras transferências";"200.000,00";"200.000,00";"200.000,00";
"2022";"JOICE HASSELMANN";"0008";"SÃO PAULO (UF)";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"200.000,00";"0,00";"0,00";
"2022";"RODRIGO AGOSTINHO";"0010";"SÃO PAULO (UF)";"Gestão ambiental";"Preservação e conservação ambiental";"200.000,00";"0,00";"0,00";
"2022";"MARCELO CALERO";"0001";"RIO DE JANEIRO - RJ";"Cultura";"Difusão cultural";"200.000,00";"200.000,00";"0,00";
"2022";"JOSE RICARDO";"0017";"Nacional";"Segurança pública";"Policiamento";"200.000,00";"0,00";"0,00";
"2022";"OSSESIO SILVA";"0011";"PERNAMBUCO (UF)";"Segurança pública";"Policiamento";"200.000,00";"0,00";"0,00";
"2022";"ANTONIO ANASTASIA";"0008";"Nacional";"Defesa nacional";"Desenvolvimento científico";"200.000,00";"200.000,00";"200.000,00";
"2022";"RODRIGO COELHO";"0013";"SANTA CATARINA (UF)";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"200.000,00";"0,00";"0,00";
"2022";"MAURO NAZIF";"0005";"COLORADO DO OESTE - RO";"Encargos especiais";"Outras transferências";"200.000,00";"200.000,00";"200.000,00";
"2022";"LUIZA ERUNDINA";"0011";"SÃO PAULO (UF)";"Ciência e Tecnologia";"Desenvolvimento científico";"200.000,00";"200.000,00";"200.000,00";
"2022";"JUNINHO DO PNEU";"0001";"NOVA IGUAÇU - RJ";"Cultura";"Difusão cultural";"200.000,00";"0,00";"0,00";
"2022";"ROBERTO DE LUCENA";"0013";"Nacional";"Saúde";"Assistência hospitalar e ambulatorial";"200.000,00";"200.000,00";"200.000,00";
"2022";"VICENTINHO";"0012";"SÃO PAULO (UF)";"Educação";"Ensino superior";"200.000,00";"0,00";"0,00";
"2022";"GUILHERME DERRITE";"0008";"SÃO PAULO (UF)";"Desporto e lazer";"Desporto comunitário";"200.000,00";"0,00";"0,00";
"2022";"LUCAS BARRETO";"0009";"AMAPÁ (UF)";"Educação";"Ensino superior";"200.000,00";"119.980,00";"0,00";
"2022";"NATALIA BONAVIDES";"0013";"RIO GRANDE DO NORTE (UF)";"Educação";"Ensino superior";"200.000,00";"43.301,00";"43.301,00";
"2022";"MIGUEL LOMBARDI";"0006";"SÃO PAULO (UF)";"Desporto e lazer";"Desporto comunitário";"200.000,00";"199.973,00";"199.973,00";
"2022";"LEO DE BRITO";"0008";"ACRE (UF)";"Cultura";"Difusão cultural";"200.000,00";"0,00";"0,00";
"2022";"ROGERIO CORREIA";"0003";"MINAS GERAIS (UF)";"Agricultura";"Promoção da produção agropecuária";"200.000,00";"0,00";"0,00";
"2022";"ALINE GURGEL";"0007";"AMAPÁ (UF)";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"200.000,00";"0,00";"0,00";
"2022";"NILSON PINTO";"0004";"PARÁ (UF)";"Educação";"Ensino superior";"200.000,00";"200.000,00";"193.297,59";
"2022";"BENEDITA DA SILVA";"0016";"Nacional";"Comunicações";"Tecnologia da informação";"200.000,00";"0,00";"0,00";
"2022";"JOSE RICARDO";"0016";"AMAZONAS (UF)";"Encargos especiais";"Outras transferências";"200.000,00";"0,00";"0,00";
"2022";"RICARDO IZAR";"0006";"SÃO PAULO (UF)";"Gestão ambiental";"Preservação e conservação ambiental";"200.000,00";"0,00";"0,00";
"2022";"JULIO CESAR";"0021";"PAVUSSU - PI";"Encargos especiais";"Outras transferências";"200.000,00";"0,00";"0,00";
"2022";"LUIZ LIMA";"0012";"RIO DE JANEIRO (UF)";"Desporto e lazer";"Desporto comunitário";"200.000,00";"200.000,00";"200.000,00";
"2022";"IZALCI LUCAS";"0024";"DISTRITO FEDERAL (UF)";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"200.000,00";"0,00";"0,00";
"2022";"PROFESSOR ISRAEL BATISTA";"0009";"DISTRITO FEDERAL (UF)";"Desporto e lazer";"Desporto de rendimento";"200.000,00";"200.000,00";"200.000,00";
"2022";"AUGUSTO COUTINHO";"0001";"RECIFE - PE";"Cultura";"Difusão cultural";"200.000,00";"0,00";"0,00";
"2022";"CEZINHA DE MADUREIRA";"0003";"SÃO PAULO (UF)";"Desporto e lazer";"Desporto comunitário";"200.000,00";"0,00";"0,00";
"2022";"GLEISI HOFFMANN";"0019";"PARANÁ (UF)";"Agricultura";"Promoção da produção agropecuária";"200.000,00";"0,00";"0,00";
"2022";"ABILIO SANTANA";"0004";"IRAMAIA - BA";"Encargos especiais";"Outras transferências";"200.000,00";"0,00";"0,00";
"2022";"DAVID MIRANDA";"0002";"RIO DE JANEIRO (UF)";"Gestão ambiental";"Preservação e conservação ambiental";"200.000,00";"0,00";"0,00";
"2022";"PROFESSOR ALCIDES";"0004";"GOIÁS (UF)";"Gestão ambiental";"Preservação e conservação ambiental";"200.000,00";"0,00";"0,00";
"2022";"PEDRO WESTPHALEN";"0002";"CANGUÇU - RS";"Encargos especiais";"Outras transferências";"200.000,00";"200.000,00";"200.000,00";
"2022";"IVAN VALENTE";"0016";"SÃO PAULO (UF)";"Educação";"Ensino profissional";"200.000,00";"0,00";"0,00";
"2022";"CARLA DICKSON";"0004";"RIO GRANDE DO NORTE (UF)";"Encargos especiais";"Outras transferências";"200.000,00";"100.000,00";"100.000,00";
"2022";"GLEISI HOFFMANN";"0016";"BAHIA (UF)";"Educação";"Ensino superior";"200.000,00";"200.000,00";"200.000,00";
"2022";"VICENTINHO";"0018";"SÃO PAULO (UF)";"Cultura";"Patrimônio histórico, artístico e arqueológico";"200.000,00";"200.000,00";"200.000,00";
"2022";"JOAO MAIA";"0006";"Nacional";"Segurança pública";"Policiamento";"200.000,00";"0,00";"0,00";
"2022";"PROFESSOR ISRAEL BATISTA";"0015";"Nacional";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"200.000,00";"0,00";"0,00";
"2022";"GUSTAVO FRUET";"0003";"Nacional";"Encargos especiais";"Outros encargos especiais";"200.000,00";"200.000,00";"200.000,00";
"2022";"ALICE PORTUGAL";"0008";"BAHIA (UF)";"Comunicações";"Tecnologia da informação";"200.000,00";"0,00";"0,00";
"2022";"ROGERIO CORREIA";"0019";"MINAS GERAIS (UF)";"Cultura";"Difusão cultural";"200.000,00";"100.000,00";"100.000,00";
"2022";"CARMEN ZANOTTO";"0011";"SANTA CATARINA (UF)";"Cultura";"Difusão cultural";"200.000,00";"100.000,00";"100.000,00";
"2022";"PROFESSORA ROSA NEIDE";"0013";"MATO GROSSO (UF)";"Desporto e lazer";"Desporto comunitário";"200.000,00";"200.000,00";"200.000,00";
"2022";"CORONEL ARMANDO";"0012";"Nacional";"Defesa nacional";"Desenvolvimento científico";"200.000,00";"0,00";"0,00";
"2022";"ZENAIDE MAIA";"0002";"Nacional";"Segurança pública";"Policiamento";"200.000,00";"0,00";"0,00";
"2022";"VIVI REIS";"0003";"PARÁ (UF)";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"200.000,00";"0,00";"0,00";
"2022";"MARCELO CALERO";"0009";"RIO DE JANEIRO - RJ";"Cultura";"Difusão cultural";"200.000,00";"0,00";"0,00";
"2022";"AUGUSTO COUTINHO";"0015";"PERNAMBUCO (UF)";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"200.000,00";"0,00";"0,00";
"2022";"CARLOS ZARATTINI";"0010";"SÃO PAULO (UF)";"Educação";"Ensino profissional";"200.000,00";"0,00";"0,00";
"2022";"MARCIO ALVINO";"0023";"SANTO ANTÔNIO DO PINHAL - SP";"Saúde";"Atenção básica";"200.000,00";"200.000,00";"200.000,00";
"2022";"ROGERIO CORREIA";"0011";"MINAS GERAIS (UF)";"Educação";"Ensino superior";"200.000,00";"186.500,00";"0,00";
"2022";"ADOLFO VIANA";"0002";"BAHIA (UF)";"Defesa nacional";"Defesa naval";"200.000,00";"200.000,00";"200.000,00";
"2022";"ROGERIO CORREIA";"0002";"MINAS GERAIS (UF)";"Encargos especiais";"Outras transferências";"200.000,00";"0,00";"0,00";
"2022";"WELLINGTON FAGUNDES";"0003";"Nacional";"Defesa nacional";"Desenvolvimento científico";"200.000,00";"191.697,13";"191.697,13";
"2022";"HERCULANO PASSOS";"0004";"SÃO PAULO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"200.000,00";"200.000,00";"200.000,00";
"2022";"JULIO CESAR";"0004";"NOSSA SENHORA DE NAZARÉ - PI";"Encargos especiais";"Outras transferências";"200.000,00";"200.000,00";"200.000,00";
"2022";"ALINE GURGEL";"0010";"AMAPÁ (UF)";"Educação";"Ensino superior";"200.000,00";"200.000,00";"200.000,00";
"2022";"LUIZIANNE LINS";"0001";"CEARÁ (UF)";"Educação";"Ensino profissional";"200.000,00";"168.356,90";"106.519,65";
"2022";"ESPERIDIAO AMIN";"0010";"SANTA CATARINA (UF)";"Cultura";"Patrimônio histórico, artístico e arqueológico";"200.000,00";"16.095,27";"16.095,27";
"2022";"MOSES RODRIGUES";"0014";"CEARÁ (UF)";"Desporto e lazer";"Desporto comunitário";"200.000,00";"0,00";"0,00";
"2022";"BIA KICIS";"0013";"Nacional";"Defesa nacional";"Desenvolvimento científico";"200.000,00";"10.000,00";"9.999,59";
"2022";"OSSESIO SILVA";"0010";"PERNAMBUCO (UF)";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"200.000,00";"0,00";"0,00";
"2022";"ESPERIDIAO AMIN";"0002";"SANTA CATARINA (UF)";"Encargos especiais";"Outras transferências";"200.000,00";"200.000,00";"200.000,00";
"2022";"EVAIR VIEIRA DE MELO";"0003";"ESPÍRITO SANTO (UF)";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"200.000,00";"0,00";"0,00";
"2022";"TALIRIA PETRONE";"0003";"RIO DE JANEIRO (UF)";"Educação";"Ensino superior";"200.000,00";"200.000,00";"200.000,00";
"2022";"EROS BIONDINI";"0005";"SÃO PAULO (UF)";"Desporto e lazer";"Desporto comunitário";"200.000,00";"200.000,00";"200.000,00";
"2022";"EFRAIM FILHO";"0014";"CAMPINA GRANDE - PB";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"200.000,00";"0,00";"0,00";
"2022";"HIRAN GONCALVES";"0011";"RORAIMA (UF)";"Cultura";"Difusão cultural";"200.000,00";"200.000,00";"0,00";
"2022";"ARLINDO CHINAGLIA";"0003";"SÃO PAULO (UF)";"Educação";"Ensino profissional";"200.000,00";"0,00";"0,00";
"2022";"FERNANDO MONTEIRO";"0005";"PERNAMBUCO (UF)";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"200.000,00";"0,00";"0,00";
"2022";"MARIANA CARVALHO";"0002";"Nacional";"Defesa nacional";"Defesa naval";"200.000,00";"196.719,35";"24.006,05";
"2022";"ALEXANDRE PADILHA";"0015";"SÃO PAULO (UF)";"Ciência e Tecnologia";"Desenvolvimento científico";"200.000,00";"0,00";"0,00";
"2022";"LUIZIANNE LINS";"0011";"CEARÁ (UF)";"Educação";"Ensino superior";"200.000,00";"0,00";"0,00";
"2022";"TADEU ALENCAR";"0011";"Nordeste";"Encargos especiais";"Outras transferências";"200.000,00";"0,00";"0,00";
"2022";"ZENAIDE MAIA";"0012";"Nacional";"Defesa nacional";"Administração geral";"200.000,00";"200.000,00";"0,00";
"2022";"JEFFERSON CAMPOS";"0017";"DOURADO - SP";"Encargos especiais";"Outras transferências";"200.000,00";"90.159,00";"90.159,00";
"2022";"MOSES RODRIGUES";"0012";"CEARÁ (UF)";"Segurança pública";"Policiamento";"200.000,00";"0,00";"0,00";
"2022";"LUCIANO BIVAR";"0012";"Nacional";"Segurança pública";"Policiamento";"200.000,00";"124.928,80";"0,00";
"2022";"ZE NETO";"0010";"BAHIA (UF)";"Gestão ambiental";"Preservação e conservação ambiental";"200.000,00";"0,00";"0,00";
"2022";"ERIKA KOKAY";"0005";"Centro-Oeste";"Cultura";"Patrimônio histórico, artístico e arqueológico";"200.000,00";"200.000,00";"200.000,00";
"2022";"RODRIGO CUNHA";"0015";"Nacional";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"200.000,00";"100.000,00";"100.000,00";
"2022";"ARLINDO CHINAGLIA";"0006";"SÃO PAULO (UF)";"Educação";"Ensino profissional";"200.000,00";"0,00";"0,00";
"2022";"WILSON SANTIAGO";"0010";"PARAÍBA (UF)";"Segurança pública";"Custódia e reintegração social";"200.000,00";"0,00";"0,00";
"2022";"CARLA ZAMBELLI";"0007";"SÃO PAULO (UF)";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"200.000,00";"0,00";"0,00";
"2022";"LUCIANO BIVAR";"0011";"PERNAMBUCO (UF)";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"200.000,00";"0,00";"0,00";
"2022";"AIRTON FALEIRO";"0006";"BAHIA (UF)";"Educação";"Ensino superior";"200.000,00";"200.000,00";"200.000,00";
"2022";"PAULA BELMONTE";"0001";"DISTRITO FEDERAL (UF)";"Cultura";"Difusão cultural";"200.000,00";"0,00";"0,00";
"2022";"HELDER SALOMAO";"0004";"ESPÍRITO SANTO (UF)";"Educação";"Ensino profissional";"200.000,00";"122.626,66";"122.626,66";
"2022";"ELI BORGES";"0007";"TOCANTINS (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"200.000,00";"0,00";"0,00";
"2022";"GENERAL PETERNELLI";"0018";"SÃO PAULO (UF)";"Desporto e lazer";"Desporto comunitário";"200.000,00";"100.000,00";"100.000,00";
"2022";"TADEU ALENCAR";"0015";"PERNAMBUCO (UF)";"Educação";"Ensino superior";"200.000,00";"0,00";"0,00";
"2022";"ALE SILVA";"0010";"Nacional";"Defesa nacional";"Administração geral";"200.000,00";"0,00";"0,00";
"2022";"OSSESIO SILVA";"0014";"PERNAMBUCO (UF)";"Desporto e lazer";"Desporto comunitário";"200.000,00";"0,00";"0,00";
"2022";"PATRUS ANANIAS";"0016";"MINAS GERAIS (UF)";"Trabalho";"Fomento ao trabalho";"200.000,00";"200.000,00";"200.000,00";
"2022";"MARIA DO ROSARIO";"0003";"Nacional";"Agricultura";"Promoção da produção agropecuária";"200.000,00";"0,00";"0,00";
"2022";"PAULO RAMOS";"0024";"RIO DE JANEIRO (UF)";"Cultura";"Difusão cultural";"200.000,00";"200.000,00";"200.000,00";
"2022";"LUCAS BARRETO";"0008";"AMAPÁ (UF)";"Educação";"Ensino superior";"200.000,00";"200.000,00";"200.000,00";
"2022";"PAULO PIMENTA";"0010";"RIO GRANDE DO SUL (UF)";"Agricultura";"Promoção da produção agropecuária";"200.000,00";"0,00";"0,00";
"2022";"JULIO CESAR";"0016";"COCAL DE TELHA - PI";"Encargos especiais";"Outras transferências";"200.000,00";"0,00";"0,00";
"2022";"AUGUSTO COUTINHO";"0002";"ARCOVERDE - PE";"Cultura";"Difusão cultural";"200.000,00";"0,00";"0,00";
"2022";"FELICIO LATERCA";"0011";"RIO DE JANEIRO (UF)";"Desporto e lazer";"Desporto comunitário";"200.000,00";"0,00";"0,00";
"2022";"STEFANO AGUIAR";"0019";"ITAGUARA - MG";"Encargos especiais";"Outras transferências";"200.000,00";"0,00";"0,00";
"2022";"PATRUS ANANIAS";"0015";"MINAS GERAIS (UF)";"Agricultura";"Promoção da produção agropecuária";"200.000,00";"0,00";"0,00";
"2022";"PAULO GANIME";"0005";"PETRÓPOLIS - RJ";"Saúde";"Assistência hospitalar e ambulatorial";"200.083,00";"200.083,00";"200.083,00";
"2022";"DANIELA DO WAGUINHO";"0008";"RIO DE JANEIRO (UF)";"Saúde";"Atenção básica";"200.646,00";"200.646,00";"200.646,00";
"2022";"JORGE BRAZ";"0009";"Exterior";"Relações exteriores";"Difusão cultural";"200.915,67";"146.140,85";"146.095,96";
"2022";"MARILIA ARRAES";"0012";"PERNAMBUCO (UF)";"Gestão ambiental";"Recursos hídricos";"201.072,00";"89.400,00";"0,00";
"2022";"PEDRO VILELA";"0001";"ALAGOAS (UF)";"Saúde";"Atenção básica";"201.439,00";"201.439,00";"201.439,00";
"2022";"PAULO GANIME";"0013";"RIO DE JANEIRO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"203.146,00";"0,00";"0,00";
"2022";"MARCEL VAN HATTEM";"0006";"RIO GRANDE DO SUL (UF)";"Educação";"Ensino superior";"203.537,05";"169.685,05";"156.355,36";
"2022";"ALICE PORTUGAL";"0009";"BAHIA (UF)";"Educação";"Ensino profissional";"204.173,98";"0,00";"0,00";
"2022";"ALAN RICK";"0007";"ACRE (UF)";"Saúde";"Atenção básica";"204.975,00";"204.975,00";"204.975,00";
"2022";"ALEX SANTANA";"0003";"BAHIA (UF)";"Assistência social";"Assistência comunitária";"205.210,00";"205.210,00";"205.210,00";
"2022";"HUGO LEAL";"0004";"RIO DE JANEIRO (UF)";"Assistência social";"Assistência comunitária";"206.220,00";"100.000,00";"100.000,00";
"2022";"PEDRO LUCAS FERNANDES";"0004";"MARANHÃO (UF)";"Urbanismo";"Assistência comunitária";"206.249,99";"8.750,00";"7.827,00";
"2022";"JOAO CARLOS BACELAR";"0003";"BAHIA (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"207.591,00";"207.591,00";"207.591,00";
"2022";"VANDERLAN CARDOSO";"0009";"GOIÁS (UF)";"Assistência social";"Assistência comunitária";"208.544,00";"208.544,00";"208.544,00";
"2022";"ADRIANA VENTURA";"0007";"SÃO PAULO (UF)";"Saúde";"Atenção básica";"209.271,00";"209.271,00";"209.271,00";
"2022";"ADRIANA VENTURA";"0001";"SÃO PAULO (UF)";"Assistência social";"Assistência à criança e ao adolescente";"209.271,00";"0,00";"0,00";
"2022";"GENERAL PETERNELLI";"0015";"PIRASSUNUNGA - SP";"Defesa nacional";"Desporto comunitário";"209.638,54";"71.871,06";"51.188,00";
"2022";"STEFANO AGUIAR";"0020";"DIVINÓPOLIS - MG";"Saúde";"Assistência hospitalar e ambulatorial";"209.969,00";"209.969,00";"209.969,00";
"2022";"STEFANO AGUIAR";"0007";"BELO HORIZONTE - MG";"Saúde";"Assistência hospitalar e ambulatorial";"209.969,00";"209.969,00";"209.969,00";
"2022";"STEFANO AGUIAR";"0021";"LAGOA DA PRATA - MG";"Saúde";"Assistência hospitalar e ambulatorial";"209.969,00";"209.969,00";"209.969,00";
"2022";"STEFANO AGUIAR";"0012";"BELO HORIZONTE - MG";"Saúde";"Assistência hospitalar e ambulatorial";"209.969,00";"209.969,00";"209.969,00";
"2022";"GENERAL PETERNELLI";"0007";"GUARATINGUETÁ - SP";"Defesa nacional";"Desporto comunitário";"209.999,91";"209.999,91";"199.495,83";
"2022";"FABIO REIS";"0004";"SERGIPE (UF)";"Comunicações";"Tecnologia da informação";"210.000,00";"5.031,81";"5.031,81";
"2022";"MARCIO ALVINO";"0002";"SÃO PAULO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"210.000,00";"0,00";"0,00";
"2022";"ZENAIDE MAIA";"0003";"NATAL - RN";"Defesa nacional";"Atenção básica";"210.337,00";"210.337,00";"195.821,00";
"2022";"ZENAIDE MAIA";"0005";"PARNAMIRIM - RN";"Defesa nacional";"Atenção básica";"211.101,79";"191.862,88";"183.862,98";
"2022";"CID GOMES";"0009";"ASSARÉ - CE";"Saúde";"Atenção básica";"211.503,00";"211.503,00";"211.503,00";
"2022";"CID GOMES";"0008";"ANTONINA DO NORTE - CE";"Saúde";"Atenção básica";"211.503,00";"211.503,00";"211.503,00";
"2022";"ZENAIDE MAIA";"0013";"NATAL - RN";"Saúde";"Assistência hospitalar e ambulatorial";"211.564,00";"211.564,00";"211.564,00";
"2022";"BIA KICIS";"0015";"BRASÍLIA - DF";"Defesa nacional";"Atenção básica";"212.191,90";"207.691,90";"22.890,00";
"2022";"ALTINEU CORTES";"0007";"RIO DE JANEIRO (UF)";"Educação";"Assistência hospitalar e ambulatorial";"212.213,00";"212.213,00";"212.213,00";
"2022";"PAULO FREIRE COSTA";"0006";"SÃO PAULO (UF)";"Assistência social";"Assistência comunitária";"212.353,00";"212.353,00";"212.353,00";
"2022";"PEDRO CUNHA LIMA";"0012";"CONDE - PB";"Assistência social";"Assistência comunitária";"212.557,54";"0,00";"0,00";
"2022";"FELIPE CARRERAS";"0002";"PERNAMBUCO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"212.871,00";"212.871,00";"212.871,00";
"2022";"OSMAR SERRAGLIO";"0011";"XAMBRÊ - PR";"Saúde";"Atenção básica";"213.095,00";"213.095,00";"213.095,00";
"2022";"CARLOS SAMPAIO";"0013";"SÃO PAULO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"213.289,00";"213.289,00";"213.289,00";
"2022";"DA VITORIA";"0002";"DISTRITO FEDERAL (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"213.429,00";"0,00";"0,00";
"2022";"FERNANDO COLLOR";"0001";"Nacional";"Saúde";"Assistência hospitalar e ambulatorial";"213.465,00";"0,00";"0,00";
"2022";"ELIAS VAZ";"0013";"GOIÁS (UF)";"Educação";"Ensino profissional";"213.492,54";"0,00";"0,00";
